GasSR,Humidity,Pressure,Temperature,PM1,PM10,PM2_5,IAQ,AQI
177.31,55.27,1002.68,31.79,17,24,21,110,MODERATE
176.69,55.37,1002.68,31.79,14,25,20,110,MODERATE
176.25,55.3,1002.79,31.79,17,32,24,110,MODERATE
176.28,55.32,1002.79,31.79,17,24,23,110,MODERATE
174.84,55.45,1002.81,31.79,16,23,21,110,MODERATE
173.67,55.64,1002.85,31.79,15,25,18,115,MODERATE
173.72,55.82,1002.89,31.79,18,33,24,115,MODERATE
172.59,55.96,1002.89,31.79,15,29,21,115,MODERATE
172.31,56.11,1002.93,31.77,16,23,21,115,MODERATE
172.32,56.08,1002.96,31.76,15,25,21,115,MODERATE
171.83,56.24,1002.98,31.76,16,26,23,115,MODERATE
171.07,56.31,1003,31.76,16,28,23,115,MODERATE
170.43,56.41,1003.04,31.75,18,35,24,115,MODERATE
169.85,56.48,1003.02,31.76,16,26,21,120,MODERATE
168.63,56.56,1003.06,31.75,18,32,25,120,MODERATE
167.79,56.66,1003.04,31.75,18,31,23,120,MODERATE
167.61,56.66,1003.06,31.76,16,33,22,120,MODERATE
167.09,56.7,1003.08,31.77,15,28,22,120,MODERATE
165.37,56.8,1003.1,31.77,17,30,24,125,MODERATE
163.93,56.95,1003.1,31.77,15,24,21,125,MODERATE
164.1,57,1003.14,31.79,16,34,24,125,MODERATE
163.36,57.02,1003.1,31.79,18,31,26,125,MODERATE
163.5,56.98,1003.16,31.8,18,34,25,125,MODERATE
162.69,57.06,1003.16,31.8,17,26,23,125,MODERATE
162.29,57.05,1003.18,31.81,17,29,23,125,MODERATE
161.67,57.1,1003.16,31.82,19,41,27,130,MODERATE
160.71,57.14,1003.14,31.82,19,28,26,130,MODERATE
160.88,57.15,1003.18,31.82,18,27,24,130,MODERATE
160.79,57.17,1003.18,31.82,19,27,25,130,MODERATE
160.96,57.16,1003.18,31.83,18,30,24,130,MODERATE
160.36,57.21,1003.2,31.84,18,32,24,130,MODERATE
160.51,57.2,1003.22,31.84,18,31,24,130,MODERATE
161.18,57.2,1003.18,31.84,20,37,27,130,MODERATE
160.42,57.24,1003.18,31.83,16,33,24,130,MODERATE
160.8,57.28,1003.2,31.83,18,34,25,130,MODERATE
159.86,57.29,1003.2,31.83,19,34,25,130,MODERATE
160.4,57.34,1003.22,31.82,18,35,27,130,MODERATE
160.18,57.25,1003.22,31.82,19,36,27,130,MODERATE
159.4,57.31,1003.22,31.82,18,28,25,130,MODERATE
159.37,57.37,1003.24,31.82,18,35,25,130,MODERATE
159.06,57.43,1003.22,31.81,20,37,28,130,MODERATE
158.58,57.45,1003.24,31.81,20,35,30,130,MODERATE
158.76,57.45,1003.28,31.81,19,31,28,130,MODERATE
158.69,57.43,1003.3,31.81,19,28,26,130,MODERATE
157.71,57.51,1003.3,31.81,20,34,27,135,MODERATE
157.16,57.58,1003.34,31.81,19,27,24,135,MODERATE
157.02,57.58,1003.36,31.8,21,33,29,135,MODERATE
156.45,57.58,1003.34,31.81,20,38,27,135,MODERATE
155.99,57.58,1003.32,31.81,21,35,30,135,MODERATE
156.2,57.68,1003.34,31.81,19,33,26,135,MODERATE
156.43,57.58,1003.36,31.82,20,33,29,135,MODERATE
155.96,57.51,1003.36,31.82,19,35,28,135,MODERATE
156.04,57.49,1003.38,31.82,19,36,29,135,MODERATE
155.67,57.56,1003.36,31.81,21,38,29,135,MODERATE
155.57,57.63,1003.4,31.81,20,35,28,135,MODERATE
155.88,57.59,1003.4,31.81,21,38,30,135,MODERATE
155.29,57.68,1003.4,31.8,20,41,28,135,MODERATE
155.18,57.57,1003.4,31.8,21,34,29,135,MODERATE
154.85,57.6,1003.4,31.8,18,39,27,135,MODERATE
154.64,57.64,1003.36,31.79,19,31,25,135,MODERATE
154.33,57.72,1003.42,31.79,20,35,28,135,MODERATE
154.36,57.65,1003.44,31.77,20,41,28,135,MODERATE
152.68,57.77,1003.44,31.77,20,33,26,140,MODERATE
153.12,57.82,1003.46,31.77,19,31,28,140,MODERATE
151.97,57.9,1003.47,31.77,21,46,30,140,MODERATE
152.07,57.88,1003.47,31.77,22,45,32,140,MODERATE
151.44,57.92,1003.49,31.77,20,39,27,140,MODERATE
150.91,57.94,1003.49,31.77,21,33,29,140,MODERATE
150.64,58.02,1003.51,31.77,20,33,29,140,MODERATE
150.85,58.02,1003.53,31.77,21,37,29,140,MODERATE
150.41,57.97,1003.53,31.77,21,39,29,140,MODERATE
149.67,58.11,1003.57,31.76,21,45,30,145,MODERATE
149.54,58.19,1003.59,31.76,21,38,29,145,MODERATE
150.29,58.12,1003.61,31.76,22,42,32,140,MODERATE
150.84,58.03,1003.61,31.76,20,39,29,140,MODERATE
150.03,58.09,1003.59,31.76,22,38,31,140,MODERATE
149.18,58.11,1003.61,31.76,22,44,31,145,MODERATE
148.63,58.1,1003.63,31.76,21,34,29,145,MODERATE
147.74,58.23,1003.59,31.75,22,38,31,145,MODERATE
148.42,58.18,1003.61,31.75,23,45,31,145,MODERATE
148.91,58.09,1003.55,31.75,21,33,28,145,MODERATE
149.6,58.03,1003.57,31.75,22,35,29,145,MODERATE
149.36,58,1003.59,31.75,22,41,32,145,MODERATE
147.88,58.17,1003.59,31.75,21,37,30,145,MODERATE
147.54,58.27,1003.59,31.74,24,35,32,145,MODERATE
147.3,58.27,1003.59,31.74,22,43,31,145,MODERATE
147.29,58.32,1003.63,31.73,22,39,30,145,MODERATE
147.76,58.18,1003.63,31.73,23,40,30,145,MODERATE
147.49,58.22,1003.61,31.74,23,40,31,145,MODERATE
146.95,58.29,1003.63,31.74,22,34,30,145,MODERATE
146.81,58.31,1003.63,31.74,23,44,31,145,MODERATE
146.06,58.31,1003.61,31.74,23,40,31,145,MODERATE
146.5,58.35,1003.63,31.74,25,38,34,145,MODERATE
146.38,58.26,1003.63,31.74,21,42,31,145,MODERATE
146.34,58.27,1003.59,31.74,22,40,32,145,MODERATE
147.31,58.31,1003.61,31.73,24,46,33,145,MODERATE
148.31,58.19,1003.59,31.74,22,38,32,145,MODERATE
147,58.26,1003.57,31.74,23,40,31,145,MODERATE
144.02,58.51,1003.53,31.75,23,44,32,150,MODERATE
144.14,58.59,1003.55,31.74,23,42,32,150,MODERATE
142.41,58.71,1003.53,31.73,25,49,33,150,MODERATE
141.91,58.74,1003.51,31.73,23,45,32,155,MODERATE
141.72,58.69,1003.49,31.74,26,44,35,155,MODERATE
140.87,58.82,1003.49,31.74,24,44,34,155,MODERATE
140.12,58.73,1003.46,31.74,23,38,32,155,MODERATE
139.5,58.83,1003.49,31.75,27,47,36,155,MODERATE
139.45,58.67,1003.44,31.76,25,41,33,155,MODERATE
139,58.74,1003.44,31.77,25,49,36,155,MODERATE
139.2,58.77,1003.42,31.77,25,47,33,155,MODERATE
138.9,58.67,1003.38,31.79,26,47,35,155,MODERATE
137.74,58.93,1003.36,31.79,25,43,35,160,MODERATE
137.78,58.97,1003.3,31.79,23,41,33,160,MODERATE
138.31,58.84,1003.26,31.79,26,46,35,155,MODERATE
138.75,58.74,1003.2,31.79,26,49,37,155,MODERATE
139.24,58.8,1003.18,31.8,26,49,34,155,MODERATE
139.17,58.73,1003.22,31.8,27,44,37,155,MODERATE
137.84,58.7,1003.18,31.81,26,47,35,160,MODERATE
135.8,59.06,1003.18,31.8,26,49,36,160,MODERATE
136.58,59.01,1003.14,31.79,26,41,35,160,MODERATE
137.25,58.85,1003.14,31.8,25,46,35,160,MODERATE
138.29,58.77,1003.12,31.8,26,47,35,155,MODERATE
137.69,58.89,1003.2,31.8,24,49,34,160,MODERATE
137.95,58.97,1003.16,31.8,27,45,37,160,MODERATE
138.21,59.03,1003.22,31.8,25,45,34,155,MODERATE
139.17,59.03,1003.18,31.8,25,47,35,155,MODERATE
139.81,58.86,1003.18,31.8,27,47,36,155,MODERATE
138.33,58.76,1003.24,31.8,27,47,38,155,MODERATE
139,58.8,1003.26,31.79,27,45,38,155,MODERATE
139.34,58.7,1003.3,31.79,27,50,39,155,MODERATE
138.86,58.71,1003.32,31.79,26,45,35,155,MODERATE
139.25,58.63,1003.32,31.76,27,44,36,155,MODERATE
139.57,58.51,1003.32,31.76,27,49,38,155,MODERATE
139.13,58.5,1003.32,31.76,27,48,37,155,MODERATE
138.75,58.68,1003.34,31.76,27,47,37,155,MODERATE
139.39,58.6,1003.36,31.76,29,50,39,155,MODERATE
140.29,58.59,1003.38,31.76,27,48,38,155,MODERATE
141.28,58.58,1003.42,31.76,26,44,37,155,MODERATE
142.33,58.65,1003.47,31.75,28,47,38,150,MODERATE
144.17,58.53,1003.47,31.75,29,50,38,150,MODERATE
144.44,58.54,1003.49,31.75,27,48,38,150,MODERATE
144.71,58.62,1003.49,31.75,29,52,41,150,MODERATE
144.98,58.65,1003.51,31.75,28,51,38,150,MODERATE
144.97,58.66,1003.53,31.75,29,50,40,150,MODERATE
144.07,58.72,1003.53,31.75,28,50,40,150,MODERATE
144.57,58.84,1003.49,31.74,27,48,38,150,MODERATE
144.64,58.85,1003.51,31.74,30,51,41,150,MODERATE
144.12,58.79,1003.47,31.73,28,52,40,150,MODERATE
143.7,58.92,1003.49,31.72,30,48,41,150,MODERATE
143.54,59.02,1003.49,31.69,30,53,41,150,MODERATE
143.82,58.98,1003.51,31.68,31,55,42,150,MODERATE
143.08,59.19,1003.51,31.67,30,56,42,150,MODERATE
143.35,59.16,1003.53,31.64,30,54,42,150,MODERATE
143.14,59.19,1003.57,31.63,31,55,44,150,MODERATE
142.36,59.37,1003.63,31.61,32,60,45,150,MODERATE
143,59.44,1003.63,31.59,32,57,44,150,MODERATE
144.18,59.43,1003.63,31.57,31,55,45,150,MODERATE
146.89,59.35,1003.69,31.54,32,58,45,145,MODERATE
147.13,59.25,1003.67,31.52,32,57,44,145,MODERATE
147.28,59.33,1003.67,31.49,32,55,44,145,MODERATE
148.65,59.4,1003.67,31.47,34,62,48,145,MODERATE
151.2,59.33,1003.71,31.45,34,59,46,140,MODERATE
154.41,59.48,1003.73,31.42,36,63,49,135,MODERATE
157.3,59.51,1003.73,31.38,34,64,49,135,MODERATE
159.17,59.32,1003.75,31.34,36,66,50,130,MODERATE
160.92,59.25,1003.81,31.31,42,66,52,130,MODERATE
163.72,59.2,1003.83,31.27,41,71,55,125,MODERATE
166.82,59.12,1003.85,31.24,42,71,54,120,MODERATE
167.74,58.89,1003.87,31.22,43,71,56,120,MODERATE
168.77,59.22,1003.87,31.19,44,71,56,120,MODERATE
170.18,59.1,1003.91,31.17,46,72,56,115,MODERATE
172.19,59,1003.94,31.14,49,74,62,115,MODERATE
173.35,58.77,1003.96,31.12,50,77,64,115,MODERATE
173.82,58.73,1004,31.09,46,74,60,115,MODERATE
173.47,58.76,1004.04,31.07,48,77,64,115,MODERATE
172.68,58.85,1004.08,31.05,56,77,70,115,MODERATE
172.71,58.83,1004.08,31.02,48,74,62,115,MODERATE
170.9,58.9,1004.08,31,45,72,60,115,MODERATE
170.69,58.98,1004.12,30.99,54,80,70,115,MODERATE
170.48,58.85,1004.14,30.97,62,82,79,115,MODERATE
169.9,58.99,1004.16,30.93,68,95,88,120,MODERATE
168.64,59.04,1004.16,30.9,78,115,101,120,MODERATE
167.11,59.05,1004.18,30.87,99,136,127,120,MODERATE
165.82,59.14,1004.2,30.83,110,155,145,125,MODERATE
164.87,59.49,1004.18,30.79,135,195,183,125,MODERATE
163.65,59.59,1004.22,30.73,260,373,357,125,MODERATE
163.74,59.9,1004.22,30.69,228,324,301,125,MODERATE
168.3,59.82,1004.2,30.62,34,61,47,120,MODERATE
171.42,59.72,1004.2,30.57,24,49,33,110,MODERATE
175.34,59.72,1004.18,30.51,22,42,32,105,MODERATE
178.12,59.26,1004.18,30.49,21,33,30,100,SATISFACTORY
180.72,59.06,1004.2,30.44,21,44,32,100,SATISFACTORY
179.58,59.16,1004.22,30.4,20,38,28,100,SATISFACTORY
179.04,59.27,1004.2,30.35,19,31,24,100,SATISFACTORY
181,59.34,1004.24,30.28,19,33,27,100,SATISFACTORY
181.68,59.11,1004.24,30.22,19,30,25,100,SATISFACTORY
182.45,59.29,1004.18,30.15,19,39,28,95,SATISFACTORY
183.32,59.07,1004.22,30.08,20,31,26,95,SATISFACTORY
183.61,58.78,1004.2,30.03,19,28,25,95,SATISFACTORY
184.07,59.14,1004.2,29.95,18,28,25,95,SATISFACTORY
185.31,59.09,1004.16,29.89,19,30,26,95,SATISFACTORY
186.38,59.33,1004.16,29.81,17,23,21,90,SATISFACTORY
187.23,59.1,1004.16,29.73,19,33,25,90,SATISFACTORY
190.22,58.73,1004.18,29.63,18,30,26,85,SATISFACTORY
192.01,58.83,1004.18,29.54,18,34,25,85,SATISFACTORY
196.41,58.28,1004.16,29.42,17,33,24,80,SATISFACTORY
199.96,57.49,1004.18,29.33,17,30,23,75,SATISFACTORY
204.39,57.43,1004.2,29.21,16,30,24,65,SATISFACTORY
208.7,56.82,1004.26,29.11,18,25,23,60,SATISFACTORY
213.78,56.66,1004.24,28.97,17,23,22,55,SATISFACTORY
218.77,56.48,1004.3,28.87,19,30,25,45,GOOD
227.27,56.05,1004.34,28.72,18,34,24,35,GOOD
236.31,54.59,1004.32,28.6,17,23,22,30,GOOD
244.67,53.83,1004.4,28.46,19,29,23,25,GOOD
250.53,53.24,1004.4,28.35,17,28,24,20,GOOD
260.08,52.4,1004.4,28.21,19,27,23,25,GOOD
265,51.84,1004.41,28.1,18,33,26,25,GOOD
268.6,51.22,1004.41,27.99,18,27,24,25,GOOD
269.06,51.37,1004.43,27.95,19,29,26,25,GOOD
273.99,51.01,1004.4,27.87,19,25,25,25,GOOD
279.71,50.5,1004.43,27.81,19,38,29,30,GOOD
283.14,49.97,1004.45,27.74,20,27,25,35,GOOD
283.23,50.05,1004.47,27.69,14,32,22,30,GOOD
284.09,49.78,1004.47,27.67,20,39,29,35,GOOD
283.45,49.73,1004.47,27.67,18,26,24,35,GOOD
281.36,49.81,1004.47,27.68,20,37,28,35,GOOD
277.43,50.4,1004.47,27.68,20,33,27,30,GOOD
276.08,50.38,1004.49,27.67,20,36,26,30,GOOD
273.99,50.51,1004.49,27.64,22,40,30,30,GOOD
270.13,51.16,1004.49,27.62,22,36,26,25,GOOD
265.69,51.58,1004.49,27.61,21,36,29,25,GOOD
261.98,52,1004.51,27.61,22,28,28,20,GOOD
257.54,52.51,1004.51,27.61,21,35,30,15,GOOD
252.11,52.98,1004.55,27.62,18,26,23,15,GOOD
246.4,53.89,1004.55,27.62,21,37,30,15,GOOD
241.15,55,1004.57,27.61,22,42,32,20,GOOD
237.61,56.29,1004.59,27.57,24,40,35,20,GOOD
242.56,55.5,1004.59,27.49,24,37,33,10,GOOD
248.85,54.6,1004.61,27.41,26,45,34,10,GOOD
256.26,53.64,1004.67,27.33,26,48,38,10,GOOD
260.09,52.92,1004.61,27.27,26,42,34,15,GOOD
270.19,51.54,1004.63,27.2,22,47,32,25,GOOD
275.01,50.76,1004.67,27.12,25,47,35,30,GOOD
283.67,49.58,1004.63,27.04,23,42,32,35,GOOD
288.66,48.27,1004.67,26.98,25,49,35,45,GOOD
291.96,46.91,1004.65,26.93,26,45,33,50,GOOD
309.57,45.41,1004.65,26.93,26,41,34,60,SATISFACTORY
308.66,44.99,1004.65,26.98,23,40,32,65,SATISFACTORY
308.57,44.86,1004.65,27.02,25,39,33,65,SATISFACTORY
303.86,44.84,1004.65,27.14,26,44,34,65,SATISFACTORY
297.8,45.1,1004.67,27.21,28,50,37,60,SATISFACTORY
290.26,45.42,1004.71,27.28,27,45,36,60,SATISFACTORY
279.31,46.06,1004.67,27.34,26,37,34,55,SATISFACTORY
267.21,47.36,1004.65,27.4,27,42,34,50,GOOD
263.36,47.48,1004.63,27.42,29,44,38,50,GOOD
256.93,47.63,1004.63,27.43,28,50,37,45,GOOD
245.6,48.79,1004.59,27.44,29,52,40,50,GOOD
231.58,51.13,1004.61,27.46,30,46,39,50,GOOD
227.15,51.84,1004.63,27.44,32,55,43,50,GOOD
232.47,50.46,1004.61,27.44,32,56,44,55,SATISFACTORY
232.24,50.79,1004.61,27.43,34,56,45,55,SATISFACTORY
229.33,50.24,1004.65,27.49,37,63,49,60,SATISFACTORY
225.64,50.69,1004.63,27.47,39,65,51,65,SATISFACTORY
228.18,50.82,1004.65,27.54,41,65,50,60,SATISFACTORY
228.07,50.49,1004.67,27.55,48,73,58,60,SATISFACTORY
226.31,49.29,1004.61,27.61,52,73,62,65,SATISFACTORY
216.55,51.43,1004.59,27.63,57,75,67,70,SATISFACTORY
214.51,50.71,1004.65,27.68,64,85,75,75,SATISFACTORY
219.96,49.58,1004.61,27.73,74,97,88,75,SATISFACTORY
215.24,49.47,1004.61,27.78,74,91,89,80,SATISFACTORY
216.17,48.49,1004.59,27.77,82,106,98,85,SATISFACTORY
212.1,49.5,1004.59,27.81,95,123,114,85,SATISFACTORY
208.92,50.22,1004.61,27.83,100,131,116,85,SATISFACTORY
214.11,49.08,1004.61,27.89,109,141,132,85,SATISFACTORY
209.4,49.78,1004.61,27.91,115,149,135,90,SATISFACTORY
206.8,49.46,1004.61,27.96,117,153,143,90,SATISFACTORY
198.76,50.37,1004.65,27.99,136,185,168,95,SATISFACTORY
196.82,50.5,1004.61,28.02,141,193,180,105,MODERATE
201.01,49.27,1004.59,28.04,115,152,141,105,MODERATE
197.45,49.2,1004.59,28.13,112,149,136,110,MODERATE
191.28,49.63,1004.59,28.16,118,159,147,115,MODERATE
182.42,51.37,1004.57,28.18,132,189,168,115,MODERATE
191.48,49.64,1004.51,28.19,129,187,163,115,MODERATE
188.91,49.94,1004.51,28.21,127,184,157,120,MODERATE
184.1,50.61,1004.51,28.23,100,131,115,120,MODERATE
185.37,50.08,1004.43,28.25,106,126,121,120,MODERATE
184.18,50.22,1004.49,28.28,100,118,112,120,MODERATE
180.09,50.15,1004.45,28.31,98,120,113,125,MODERATE
181.1,49.57,1004.47,28.32,97,110,108,130,MODERATE
176.65,49.89,1004.41,28.33,99,121,113,135,MODERATE
176.02,49.59,1004.43,28.36,103,124,117,135,MODERATE
170.4,50.38,1004.4,28.39,103,125,119,135,MODERATE
170.67,49.62,1004.4,28.39,104,119,117,140,MODERATE
167.27,50.08,1004.36,28.45,106,129,123,140,MODERATE
170.02,49.58,1004.36,28.44,105,128,121,140,MODERATE
165.68,49.94,1004.32,28.46,110,129,122,150,MODERATE
162.63,49.39,1004.38,28.49,107,125,121,150,MODERATE
159.63,49.71,1004.36,28.49,108,126,121,155,MODERATE
159.34,49.33,1004.4,28.49,112,138,128,155,MODERATE
162.33,49.65,1004.36,28.5,113,129,125,150,MODERATE
165.58,49.66,1004.34,28.47,107,126,120,150,MODERATE
170.93,49.37,1004.34,28.52,111,133,129,140,MODERATE
172.03,50.3,1004.36,28.52,115,133,131,135,MODERATE
178.25,50.4,1004.36,28.53,115,145,137,125,MODERATE
183.48,50.33,1004.38,28.53,113,132,129,120,MODERATE
180.81,49.71,1004.36,28.6,108,128,125,130,MODERATE
180.06,51.18,1004.4,28.61,120,144,137,120,MODERATE
180.05,50.92,1004.41,28.63,108,132,126,120,MODERATE
178.9,52.04,1004.38,28.61,109,133,125,115,MODERATE
176.81,51.35,1004.38,28.65,99,116,112,125,MODERATE
175.44,51.83,1004.38,28.63,99,122,115,120,MODERATE
173.28,50.92,1004.41,28.61,104,123,116,130,MODERATE
172.84,52.21,1004.4,28.63,108,129,123,125,MODERATE
170.97,51.19,1004.4,28.6,104,124,119,130,MODERATE
171.49,51.31,1004.38,28.6,105,122,119,130,MODERATE
167.84,50.18,1004.38,28.61,104,121,119,140,MODERATE
167,50.43,1004.4,28.6,101,116,114,140,MODERATE
167.74,51.44,1004.4,28.6,109,133,127,135,MODERATE
165.22,49.74,1004.38,28.59,104,123,119,150,MODERATE
163.84,50.47,1004.34,28.63,97,112,110,145,MODERATE
162.66,50.13,1004.38,28.64,95,112,107,145,MODERATE
162.55,51.96,1004.38,28.63,95,118,109,135,MODERATE
162,51.22,1004.34,28.61,92,116,108,140,MODERATE
159.3,50.01,1004.4,28.65,89,111,103,150,MODERATE
156.78,49.92,1004.38,28.67,89,104,102,160,MODERATE
154.99,50.21,1004.36,28.66,85,107,99,155,MODERATE
153.08,50.05,1004.34,28.67,87,109,101,160,MODERATE
152.17,51.01,1004.32,28.67,89,117,108,155,MODERATE
148.83,49.26,1004.28,28.71,92,117,111,170,MODERATE
148.47,51.09,1004.26,28.72,83,108,99,160,MODERATE
147,50.68,1004.24,28.68,82,108,101,165,MODERATE
148.09,51.77,1004.22,28.7,85,107,100,155,MODERATE
146.41,51.21,1004.2,28.68,83,115,102,160,MODERATE
144.95,51,1004.18,28.66,97,134,122,165,MODERATE
141.81,50.02,1004.18,28.67,66,93,80,175,MODERATE
138.38,49.23,1004.16,28.7,61,82,73,180,MODERATE
137.48,49.86,1004.06,28.72,66,84,80,185,MODERATE
135.89,50.36,1004.04,28.72,67,92,81,180,MODERATE
132.66,50.39,1004.04,28.71,67,87,78,185,MODERATE
132.19,51.72,1004.06,28.67,63,82,76,175,MODERATE
128.16,50.73,1004.1,28.66,70,94,85,190,MODERATE
128.51,51.09,1004.06,28.59,71,90,84,185,MODERATE
126.32,50.68,1004.06,28.59,63,81,75,190,MODERATE
124.31,50.95,1004.06,28.59,65,87,79,190,MODERATE
123.24,50.92,1004.04,28.58,69,89,82,190,MODERATE
122.96,51.28,1004.02,28.56,73,95,88,190,MODERATE
119.8,50.47,1004.06,28.53,80,105,97,200,MODERATE
117.55,50.4,1004.02,28.52,86,110,102,205,POOR
118.15,51.3,1004.02,28.51,95,129,119,195,MODERATE
111.91,49.68,1003.98,28.47,88,117,109,215,POOR
113.25,51.17,1004,28.47,91,113,105,205,POOR
115.88,51.64,1004,28.43,91,116,107,200,MODERATE
117.2,52.46,1004,28.4,77,103,93,195,MODERATE
113.63,51.35,1004,28.38,75,95,91,205,POOR
112.99,51.85,1003.98,28.33,78,97,93,200,MODERATE
111.49,51.51,1004,28.29,81,100,95,205,POOR
112.24,50.51,1003.98,28.29,84,105,98,210,POOR
114.04,50.71,1003.96,28.26,83,108,100,205,POOR
110.64,49.79,1003.93,28.24,89,116,108,215,POOR
119.18,51.4,1003.93,28.21,81,103,97,195,MODERATE
119.5,50.82,1003.93,28.18,89,111,107,200,MODERATE
122.96,51.88,1003.91,28.12,90,113,107,185,MODERATE
124.83,51.76,1003.93,28.08,94,121,113,185,MODERATE
132.68,51.46,1003.87,28.03,89,112,104,180,MODERATE
142.4,51.79,1003.87,27.98,83,105,99,155,MODERATE
152.14,51.34,1003.87,27.92,89,115,107,150,MODERATE
160.55,51.46,1003.85,27.88,91,120,111,140,MODERATE
170.71,52.2,1003.81,27.83,90,119,108,120,MODERATE
179.76,51.45,1003.79,27.76,87,115,107,115,MODERATE
189.9,51.54,1003.79,27.7,87,108,104,105,MODERATE
195.06,51.77,1003.79,27.67,85,109,101,90,SATISFACTORY
205.59,50.87,1003.73,27.61,84,119,105,85,SATISFACTORY
205.89,51.03,1003.71,27.56,88,115,105,85,SATISFACTORY
209,50.57,1003.73,27.5,84,105,98,85,SATISFACTORY
211.28,49.96,1003.65,27.51,85,105,101,85,SATISFACTORY
207.72,51.35,1003.65,27.5,87,118,108,80,SATISFACTORY
210.45,50.52,1003.63,27.48,77,102,92,80,SATISFACTORY
210.83,50.36,1003.57,27.44,66,86,78,80,SATISFACTORY
213.9,50.18,1003.57,27.44,61,81,73,80,SATISFACTORY
210.76,50.04,1003.57,27.42,56,77,66,80,SATISFACTORY
212.53,49.19,1003.55,27.42,59,78,70,85,SATISFACTORY
208.14,49.61,1003.51,27.47,61,83,75,90,SATISFACTORY
203.99,51.18,1003.49,27.43,64,86,77,85,SATISFACTORY
205.51,48.91,1003.46,27.43,70,94,87,100,SATISFACTORY
200.53,50.3,1003.46,27.46,74,99,91,95,SATISFACTORY
197.29,51.56,1003.46,27.44,79,100,97,95,SATISFACTORY
195.18,51.24,1003.49,27.4,98,128,118,95,SATISFACTORY
192.68,51.19,1003.51,27.41,93,120,112,100,SATISFACTORY
192.04,50.77,1003.51,27.39,102,133,125,105,MODERATE
189.67,51.8,1003.53,27.39,110,151,139,100,SATISFACTORY
196.12,50.75,1003.51,27.39,101,129,123,100,SATISFACTORY
203.67,50.06,1003.49,27.39,111,153,142,90,SATISFACTORY
207.08,49.79,1003.47,27.39,92,117,111,90,SATISFACTORY
206.02,51.41,1003.49,27.36,88,117,109,80,SATISFACTORY
213.6,50.63,1003.49,27.34,82,110,100,80,SATISFACTORY
212.59,51.6,1003.44,27.33,80,110,99,75,SATISFACTORY
215.41,51.54,1003.38,27.33,98,131,122,70,SATISFACTORY
220.79,51.53,1003.36,27.33,83,117,105,65,SATISFACTORY
218.39,52.02,1003.38,27.3,85,122,109,60,SATISFACTORY
223.77,52.51,1003.34,27.26,75,101,94,50,GOOD
226.73,50.92,1003.34,27.25,99,138,129,55,SATISFACTORY
232.33,51.85,1003.36,27.21,68,93,84,45,GOOD
232.68,51.12,1003.34,27.2,73,98,88,50,GOOD
233.42,52.46,1003.36,27.16,60,81,73,45,GOOD
232.29,50.77,1003.34,27.18,62,85,73,55,SATISFACTORY
234.13,51.75,1003.38,27.13,63,85,79,40,GOOD
237.62,50.56,1003.34,27.11,66,90,80,50,GOOD
234.81,51.95,1003.36,27.11,68,91,82,40,GOOD
236.81,51.6,1003.36,27.08,72,97,87,45,GOOD
238.54,51.27,1003.4,27.11,69,90,84,40,GOOD
243.63,51.53,1003.34,27.09,67,84,78,35,GOOD
250.16,50.25,1003.32,27.08,64,86,77,30,GOOD
247.61,50.54,1003.32,27.08,65,82,78,35,GOOD
247.72,50.52,1003.32,27.06,64,84,79,35,GOOD
248.82,51.23,1003.32,27.02,66,86,80,30,GOOD
251.98,50.56,1003.34,27.04,66,88,82,30,GOOD
256.64,49.44,1003.34,27.04,73,97,91,35,GOOD
255.3,49.97,1003.34,27.05,73,101,90,35,GOOD
256.99,49.43,1003.32,27.06,75,102,93,35,GOOD
258.45,49.08,1003.36,27.09,76,101,94,40,GOOD
258.05,49.22,1003.3,27.11,76,105,96,35,GOOD
259.41,48.85,1003.3,27.14,77,105,97,40,GOOD
259.81,48.57,1003.28,27.18,78,108,102,40,GOOD
259.55,49.16,1003.26,27.21,69,101,87,40,GOOD
259.7,48.51,1003.26,27.23,57,80,72,40,GOOD
257.55,49.24,1003.22,27.26,56,78,71,35,GOOD
257.27,48.7,1003.2,27.28,53,77,67,40,GOOD
258.53,48.5,1003.22,27.29,55,76,67,40,GOOD
258.22,48.39,1003.2,27.33,58,78,71,40,GOOD
254.08,49.1,1003.22,27.39,59,78,71,40,GOOD
254.38,48.36,1003.18,27.42,61,88,79,40,GOOD
253.22,49.35,1003.18,27.43,66,99,89,35,GOOD
251.16,48.61,1003.16,27.48,65,94,81,40,GOOD
249.53,49.18,1003.14,27.49,59,87,75,40,GOOD
248.5,49.37,1003.16,27.53,55,78,71,40,GOOD
248.16,48.76,1003.14,27.6,55,80,71,45,GOOD
247.26,48.51,1003.12,27.63,59,81,73,45,GOOD
246.44,48.44,1003.1,27.7,63,86,80,45,GOOD
246.19,48.57,1003.08,27.74,61,88,78,45,GOOD
245.51,48.02,1003.04,27.78,71,89,86,55,SATISFACTORY
245.3,47.18,1003.02,27.83,76,105,95,60,SATISFACTORY
243.09,48.19,1003.04,27.88,73,102,95,55,SATISFACTORY
242.25,48.38,1002.98,27.94,73,103,92,50,GOOD
242.78,47.94,1002.96,28.03,72,102,92,60,SATISFACTORY
242.01,48.26,1002.96,28.08,75,102,92,60,SATISFACTORY
243.01,48.29,1002.95,28.16,77,105,97,60,SATISFACTORY
244.17,47.48,1002.91,28.24,83,112,103,65,SATISFACTORY
