GasSR,Humidity,Pressure,Temperature,PM1,PM10,PM2_5,IAQ,AQI
222.63,52.04,1008.37,30.78,25,40,32,70,SATISFACTORY
223.03,52.06,1008.37,30.78,24,41,32,70,SATISFACTORY
223.39,52.04,1008.39,30.78,22,39,30,70,SATISFACTORY
223.71,51.99,1008.37,30.78,22,32,29,70,SATISFACTORY
222.1,52.1,1008.37,30.78,22,38,29,70,SATISFACTORY
220.55,52.07,1008.41,30.76,25,43,33,75,SATISFACTORY
222.72,51.96,1008.39,30.76,25,42,34,70,SATISFACTORY
226.03,51.84,1008.39,30.74,22,32,29,65,SATISFACTORY
226.73,51.86,1008.41,30.74,22,35,29,65,SATISFACTORY
225.71,51.95,1008.41,30.74,21,33,29,70,SATISFACTORY
224.57,52.01,1008.43,30.74,22,36,28,70,SATISFACTORY
225.6,51.97,1008.43,30.76,21,34,31,70,SATISFACTORY
225.42,51.98,1008.43,30.76,22,31,28,70,SATISFACTORY
227.75,51.9,1008.43,30.74,22,44,31,65,SATISFACTORY
227.84,51.88,1008.43,30.74,21,44,29,65,SATISFACTORY
225.77,51.99,1008.43,30.76,21,33,29,70,SATISFACTORY
225.05,52.01,1008.41,30.77,21,37,29,70,SATISFACTORY
224.77,52.03,1008.41,30.77,22,35,29,70,SATISFACTORY
223.77,52.1,1008.43,30.78,21,39,29,70,SATISFACTORY
223.93,52.19,1008.39,30.78,19,28,27,70,SATISFACTORY
222,52.34,1008.39,30.77,20,30,24,75,SATISFACTORY
222.14,52.31,1008.41,30.76,22,37,29,70,SATISFACTORY
222.28,52.29,1008.41,30.77,21,30,27,70,SATISFACTORY
221.04,52.36,1008.45,30.74,23,35,30,75,SATISFACTORY
223.52,52.3,1008.47,30.73,23,39,31,70,SATISFACTORY
223.45,52.43,1008.43,30.72,19,38,25,70,SATISFACTORY
221.41,52.43,1008.47,30.71,21,30,29,75,SATISFACTORY
223.08,52.34,1008.47,30.71,21,32,28,70,SATISFACTORY
224.56,52.24,1008.49,30.69,20,36,29,70,SATISFACTORY
224.17,52.34,1008.51,30.69,19,27,26,70,SATISFACTORY
230.04,52.17,1008.51,30.69,17,28,22,60,SATISFACTORY
228.78,52.26,1008.49,30.7,19,34,25,65,SATISFACTORY
229.92,52.18,1008.53,30.71,16,28,22,65,SATISFACTORY
229.86,52.14,1008.51,30.71,16,24,23,65,SATISFACTORY
230.25,52.09,1008.55,30.73,16,21,20,60,SATISFACTORY
225.72,52.29,1008.51,30.74,17,23,21,70,SATISFACTORY
221.39,52.6,1008.51,30.74,18,34,24,70,SATISFACTORY
221.75,52.29,1008.51,30.74,19,29,26,75,SATISFACTORY
217.18,52.98,1008.55,30.76,20,32,25,75,SATISFACTORY
219.29,52.84,1008.53,30.74,19,30,28,70,SATISFACTORY
223.46,52.54,1008.55,30.74,18,28,24,65,SATISFACTORY
223.79,52.35,1008.55,30.74,20,42,29,70,SATISFACTORY
223.02,52.48,1008.57,30.76,18,27,22,70,SATISFACTORY
222.74,52.66,1008.59,30.76,19,27,24,65,SATISFACTORY
224.3,52.6,1008.57,30.74,19,30,25,65,SATISFACTORY
223.27,52.57,1008.59,30.76,19,29,25,65,SATISFACTORY
224.38,52.4,1008.62,30.76,19,28,24,70,SATISFACTORY
224.05,52.56,1008.61,30.76,16,31,21,65,SATISFACTORY
225.21,52.5,1008.61,30.76,19,38,25,70,SATISFACTORY
223.82,52.6,1008.61,30.76,18,32,23,65,SATISFACTORY
222.97,52.69,1008.59,30.77,19,38,29,65,SATISFACTORY
222.69,52.9,1008.59,30.77,19,34,26,65,SATISFACTORY
221.62,52.83,1008.59,30.76,17,28,25,70,SATISFACTORY
223.68,52.83,1008.57,30.76,17,36,25,65,SATISFACTORY
222.07,52.89,1008.55,30.76,18,34,24,65,SATISFACTORY
220.37,52.9,1008.55,30.77,17,31,22,70,SATISFACTORY
217.25,53.31,1008.55,30.77,17,29,24,75,SATISFACTORY
217.46,53.26,1008.57,30.78,18,34,24,75,SATISFACTORY
216.46,53.24,1008.57,30.79,19,25,24,75,SATISFACTORY
218.2,53.2,1008.57,30.79,16,28,22,70,SATISFACTORY
217.14,53.34,1008.55,30.79,18,32,24,70,SATISFACTORY
216.97,53.26,1008.51,30.79,17,32,23,75,SATISFACTORY
214.47,53.49,1008.49,30.79,18,31,24,70,SATISFACTORY
214.08,53.65,1008.47,30.79,17,22,20,70,SATISFACTORY
214.08,53.48,1008.51,30.8,18,31,23,70,SATISFACTORY
212.52,53.63,1008.51,30.81,17,25,25,75,SATISFACTORY
208.29,54.26,1008.53,30.83,14,23,21,75,SATISFACTORY
208.13,54.29,1008.49,30.83,16,30,22,75,SATISFACTORY
208.46,54.26,1008.53,30.83,16,25,21,75,SATISFACTORY
207.8,54.29,1008.53,30.83,15,23,20,75,SATISFACTORY
208.94,54.25,1008.55,30.83,15,32,18,75,SATISFACTORY
207.95,54.29,1008.57,30.83,17,24,21,75,SATISFACTORY
208.05,54.33,1008.59,30.81,14,25,19,75,SATISFACTORY
207.84,54.41,1008.59,30.83,12,21,18,75,SATISFACTORY
207.26,54.45,1008.61,30.81,15,32,21,75,SATISFACTORY
207.84,54.41,1008.64,30.83,16,30,22,75,SATISFACTORY
209.52,54.34,1008.62,30.83,12,25,16,75,SATISFACTORY
211.68,54.12,1008.62,30.84,14,21,20,75,SATISFACTORY
209.99,54.15,1008.59,30.85,15,25,22,80,SATISFACTORY
206.76,54.48,1008.61,30.86,15,22,19,75,SATISFACTORY
206.82,54.5,1008.59,30.85,16,23,21,75,SATISFACTORY
207.28,54.45,1008.57,30.85,14,21,19,75,SATISFACTORY
208.34,54.38,1008.57,30.85,15,27,22,75,SATISFACTORY
207.92,54.39,1008.55,30.85,13,24,18,75,SATISFACTORY
207.98,54.37,1008.59,30.85,16,34,22,75,SATISFACTORY
208.98,54.44,1008.57,30.85,13,21,17,75,SATISFACTORY
209.07,54.43,1008.55,30.86,12,19,16,75,SATISFACTORY
209.34,54.34,1008.55,30.86,15,24,20,75,SATISFACTORY
210.35,54.39,1008.53,30.86,15,24,20,70,SATISFACTORY
211.19,54.33,1008.53,30.86,14,22,20,70,SATISFACTORY
211.55,54.27,1008.53,30.87,13,20,18,70,SATISFACTORY
211.94,54.21,1008.55,30.87,13,29,19,70,SATISFACTORY
212.93,54.13,1008.51,30.88,13,24,19,75,SATISFACTORY
212.82,54.14,1008.53,30.9,14,21,20,75,SATISFACTORY
212.93,54.12,1008.53,30.9,12,22,18,75,SATISFACTORY
213.66,54.1,1008.51,30.9,12,20,18,75,SATISFACTORY
214.11,54.03,1008.49,30.91,13,27,19,70,SATISFACTORY
214.18,53.93,1008.51,30.92,15,30,21,70,SATISFACTORY
213.81,54.02,1008.47,30.92,16,26,21,75,SATISFACTORY
214.2,54.05,1008.49,30.93,13,21,20,70,SATISFACTORY
215.07,54.02,1008.49,30.94,13,19,16,70,SATISFACTORY
215.18,53.93,1008.43,30.95,13,19,16,70,SATISFACTORY
215.73,53.83,1008.41,30.95,14,22,20,70,SATISFACTORY
215.68,53.97,1008.41,30.94,14,24,18,70,SATISFACTORY
215.54,53.95,1008.41,30.93,14,30,21,70,SATISFACTORY
216.22,54.02,1008.41,30.93,13,18,18,70,SATISFACTORY
215.26,54.13,1008.39,30.93,12,22,18,70,SATISFACTORY
216.17,54.12,1008.39,30.94,15,25,21,70,SATISFACTORY
216.06,54.09,1008.37,30.93,14,23,17,70,SATISFACTORY
214.82,54.21,1008.35,30.93,14,26,18,65,SATISFACTORY
214.41,54.13,1008.35,30.93,13,25,20,70,SATISFACTORY
214.07,54.3,1008.29,30.93,14,22,19,65,SATISFACTORY
214.45,54.36,1008.29,30.94,13,23,18,65,SATISFACTORY
214.57,54.34,1008.25,30.94,15,25,21,65,SATISFACTORY
214.5,54.19,1008.25,30.93,14,23,20,65,SATISFACTORY
214.97,54.3,1008.25,30.93,13,27,20,65,SATISFACTORY
213.58,54.41,1008.27,30.92,15,22,20,70,SATISFACTORY
213.45,54.55,1008.27,30.92,15,21,21,70,SATISFACTORY
212.8,54.64,1008.21,30.92,13,21,17,70,SATISFACTORY
213.22,54.55,1008.19,30.92,14,22,19,70,SATISFACTORY
212.64,54.64,1008.17,30.92,13,23,18,70,SATISFACTORY
212.79,54.7,1008.17,30.92,12,24,17,70,SATISFACTORY
212.96,54.73,1008.19,30.92,11,23,16,70,SATISFACTORY
213.22,54.67,1008.17,30.92,15,29,19,70,SATISFACTORY
212.48,54.68,1008.19,30.92,14,32,18,70,SATISFACTORY
213.21,54.69,1008.17,30.92,13,24,19,70,SATISFACTORY
211.86,54.75,1008.19,30.92,14,30,19,70,SATISFACTORY
213.01,54.69,1008.17,30.92,14,24,20,70,SATISFACTORY
212.65,54.81,1008.17,30.92,12,21,17,70,SATISFACTORY
212.08,54.92,1008.17,30.91,14,21,17,70,SATISFACTORY
212.95,54.84,1008.17,30.92,16,31,23,70,SATISFACTORY
210.32,55.05,1008.15,30.91,14,25,19,65,SATISFACTORY
210.12,54.98,1008.14,30.91,14,22,19,70,SATISFACTORY
210.54,55.04,1008.14,30.9,13,19,17,65,SATISFACTORY
209.46,55.1,1008.14,30.9,14,24,21,70,SATISFACTORY
209.49,55.03,1008.08,30.88,14,18,17,70,SATISFACTORY
207.98,55.2,1008.08,30.88,14,24,19,70,SATISFACTORY
207.76,55.14,1008.06,30.87,14,26,21,70,SATISFACTORY
207.6,55.21,1008.04,30.87,13,28,20,70,SATISFACTORY
206.1,55.32,1008.02,30.87,15,26,19,70,SATISFACTORY
206.9,55.24,1007.98,30.88,13,21,18,70,SATISFACTORY
204.02,55.33,1008.02,30.86,13,23,20,75,SATISFACTORY
203.4,55.31,1007.98,30.86,13,28,19,75,SATISFACTORY
201.45,55.55,1008,30.86,16,25,21,80,SATISFACTORY
200.57,55.64,1007.96,30.87,13,20,17,80,SATISFACTORY
200.57,55.69,1007.98,30.87,14,31,19,80,SATISFACTORY
199.88,55.67,1007.96,30.87,14,23,19,80,SATISFACTORY
199.74,55.68,1007.94,30.87,14,25,21,80,SATISFACTORY
198.59,55.74,1007.92,30.87,13,19,17,80,SATISFACTORY
197.97,55.86,1007.83,30.87,15,22,20,85,SATISFACTORY
197.18,55.88,1007.77,30.86,15,25,22,85,SATISFACTORY
196.29,56.02,1007.79,30.85,15,25,19,85,SATISFACTORY
195.64,56.07,1007.75,30.85,13,25,18,85,SATISFACTORY
195.31,56.07,1007.73,30.85,13,19,18,85,SATISFACTORY
195.06,56.09,1007.72,30.84,15,24,20,85,SATISFACTORY
195.05,56.15,1007.72,30.84,16,22,21,85,SATISFACTORY
194.01,56.2,1007.75,30.85,13,19,18,85,SATISFACTORY
193.61,56.31,1007.72,30.85,15,25,21,90,SATISFACTORY
194.05,56.24,1007.72,30.85,13,27,19,85,SATISFACTORY
194.11,56.24,1007.7,30.85,13,26,17,85,SATISFACTORY
193.6,56.33,1007.7,30.85,13,23,19,90,SATISFACTORY
193.35,56.38,1007.68,30.85,17,32,23,90,SATISFACTORY
192.65,56.36,1007.66,30.84,15,24,18,90,SATISFACTORY
192.64,56.41,1007.66,30.85,13,24,17,90,SATISFACTORY
192.4,56.37,1007.64,30.84,13,25,19,90,SATISFACTORY
192.79,56.38,1007.64,30.84,13,27,20,90,SATISFACTORY
191.68,56.4,1007.64,30.84,14,28,20,90,SATISFACTORY
192.31,56.48,1007.62,30.84,15,25,19,90,SATISFACTORY
192.26,56.5,1007.62,30.84,16,23,21,90,SATISFACTORY
192.44,56.47,1007.62,30.84,12,21,15,90,SATISFACTORY
192.26,56.53,1007.64,30.84,16,22,20,90,SATISFACTORY
191.84,56.59,1007.66,30.85,14,26,20,90,SATISFACTORY
191.6,56.59,1007.66,30.84,15,25,20,90,SATISFACTORY
191.61,56.48,1007.68,30.85,15,28,20,90,SATISFACTORY
191.95,56.57,1007.62,30.85,15,23,20,90,SATISFACTORY
192.09,56.55,1007.62,30.85,15,27,21,90,SATISFACTORY
191.32,56.55,1007.6,30.85,15,21,20,90,SATISFACTORY
191.98,56.6,1007.6,30.86,12,28,18,90,SATISFACTORY
193.07,56.6,1007.58,30.86,14,25,21,90,SATISFACTORY
192.57,56.46,1007.56,30.86,14,20,18,90,SATISFACTORY
192.02,56.52,1007.56,30.86,16,31,21,90,SATISFACTORY
193.26,56.54,1007.56,30.87,14,29,19,90,SATISFACTORY
192.21,56.65,1007.54,30.86,13,18,17,90,SATISFACTORY
191.6,56.67,1007.54,30.85,12,23,16,90,SATISFACTORY
192.14,56.61,1007.52,30.86,15,34,22,90,SATISFACTORY
191.47,56.69,1007.54,30.86,14,28,21,90,SATISFACTORY
192.93,56.59,1007.52,30.87,14,23,21,90,SATISFACTORY
190.6,56.72,1007.52,30.85,13,25,17,90,SATISFACTORY
190.46,56.76,1007.5,30.85,16,25,24,90,SATISFACTORY
190.64,56.79,1007.5,30.86,13,20,17,90,SATISFACTORY
190.34,56.78,1007.48,30.85,15,24,20,90,SATISFACTORY
189.71,56.89,1007.48,30.85,13,23,19,95,SATISFACTORY
189.56,56.93,1007.46,30.85,13,22,19,95,SATISFACTORY
189.2,56.82,1007.42,30.85,14,19,19,95,SATISFACTORY
190.12,56.78,1007.42,30.85,15,26,20,90,SATISFACTORY
189.18,56.92,1007.38,30.86,13,21,17,95,SATISFACTORY
189.53,56.92,1007.38,30.86,16,25,23,95,SATISFACTORY
189.22,56.97,1007.34,30.86,16,35,22,95,SATISFACTORY
189.29,56.96,1007.32,30.86,15,30,20,95,SATISFACTORY
188.97,57.05,1007.34,30.87,14,36,22,95,SATISFACTORY
189.14,56.94,1007.32,30.88,15,25,19,95,SATISFACTORY
189.4,56.97,1007.32,30.9,0,7,0,95,SATISFACTORY
188.91,56.97,1007.32,30.9,14,23,18,95,SATISFACTORY
188.65,57,1007.36,30.9,14,23,21,95,SATISFACTORY
188.72,57.05,1007.36,30.9,15,31,21,95,SATISFACTORY
188.86,57,1007.36,30.91,15,25,20,95,SATISFACTORY
188.1,57.01,1007.34,30.9,14,24,19,95,SATISFACTORY
188.4,57.03,1007.34,30.91,16,24,21,95,SATISFACTORY
187.92,56.99,1007.38,30.92,16,26,21,95,SATISFACTORY
188.67,57.04,1007.34,30.92,15,30,21,95,SATISFACTORY
187.42,57.1,1007.34,30.92,15,21,20,95,SATISFACTORY
187.5,57.17,1007.32,30.93,14,26,20,95,SATISFACTORY
187.62,57.22,1007.3,30.93,15,32,24,95,SATISFACTORY
187.46,57.11,1007.3,30.92,14,22,18,95,SATISFACTORY
187.36,57.2,1007.29,30.92,15,26,22,95,SATISFACTORY
187.09,57.13,1007.27,30.92,15,24,21,95,SATISFACTORY
187.03,57.24,1007.25,30.93,15,24,20,95,SATISFACTORY
185.81,57.28,1007.25,30.93,15,33,20,100,SATISFACTORY
186.34,57.29,1007.25,30.93,15,22,22,95,SATISFACTORY
185.95,57.37,1007.27,30.93,13,21,20,100,SATISFACTORY
184.98,57.37,1007.29,30.92,13,26,18,100,SATISFACTORY
185,57.4,1007.29,30.91,16,26,21,100,SATISFACTORY
184.16,57.51,1007.29,30.91,15,19,19,100,SATISFACTORY
183.85,57.58,1007.25,30.88,14,28,20,100,SATISFACTORY
182.78,57.88,1007.25,30.88,16,30,22,100,SATISFACTORY
181.94,57.95,1007.23,30.87,14,33,22,105,MODERATE
182.36,58,1007.21,30.87,15,26,20,100,SATISFACTORY
181.13,58.14,1007.19,30.86,15,23,20,105,MODERATE
179.92,58.22,1007.17,30.86,17,33,24,105,MODERATE
179.95,58.26,1007.15,30.87,17,32,23,105,MODERATE
179.69,58.29,1007.15,30.86,16,23,22,105,MODERATE
179.04,58.4,1007.13,30.86,17,28,23,105,MODERATE
178.24,58.48,1007.13,30.86,17,32,23,105,MODERATE
177.99,58.53,1007.07,30.86,17,27,23,110,MODERATE
178.28,58.59,1007.07,30.86,14,25,22,105,MODERATE
177.49,58.59,1007.05,30.86,15,26,22,110,MODERATE
177.8,58.63,1007.07,30.86,16,32,25,110,MODERATE
177.36,58.61,1007.05,30.86,17,28,21,110,MODERATE
176.72,58.67,1007.01,30.86,17,30,22,110,MODERATE
176.47,58.65,1007.03,30.87,17,24,22,110,MODERATE
176.8,58.77,1006.99,30.87,17,25,21,110,MODERATE
176.13,58.8,1007.01,30.87,14,30,19,110,MODERATE
175.84,58.86,1006.99,30.87,18,27,22,110,MODERATE
175.76,58.81,1006.99,30.86,16,22,21,110,MODERATE
175.73,58.88,1006.97,30.87,18,29,25,110,MODERATE
175.76,59.01,1006.99,30.86,16,30,24,110,MODERATE
175.39,58.94,1007.01,30.86,17,23,22,110,MODERATE
175.29,58.98,1007.01,30.86,19,37,27,110,MODERATE
175.28,59.06,1007.03,30.86,17,25,24,110,MODERATE
174.66,59.01,1007.05,30.86,18,34,26,110,MODERATE
174.86,59.06,1007.05,30.86,18,31,25,110,MODERATE
174.81,59.17,1007.05,30.86,17,26,23,110,MODERATE
174.59,59.15,1007.01,30.86,19,27,24,110,MODERATE
173.68,59.17,1007.01,30.86,16,30,22,115,MODERATE
173.56,59.19,1007.01,30.86,19,28,26,115,MODERATE
173.61,59.27,1006.99,30.86,17,26,23,115,MODERATE
172.85,59.27,1006.97,30.86,19,35,26,115,MODERATE
173.64,59.37,1006.95,30.85,16,28,23,115,MODERATE
173.53,59.36,1006.97,30.85,17,30,25,115,MODERATE
173.66,59.39,1006.95,30.86,18,30,24,115,MODERATE
172.7,59.4,1006.97,30.85,18,30,25,115,MODERATE
173.12,59.42,1006.97,30.85,19,35,29,115,MODERATE
173.39,59.47,1006.99,30.85,16,24,21,115,MODERATE
172.88,59.45,1006.97,30.86,17,24,23,115,MODERATE
173,59.48,1006.97,30.85,18,35,25,115,MODERATE
173.13,59.47,1006.95,30.85,16,36,24,115,MODERATE
173.32,59.49,1006.97,30.85,19,25,25,115,MODERATE
173.38,59.52,1006.99,30.84,19,29,28,115,MODERATE
174.24,59.53,1007.01,30.85,19,31,28,110,MODERATE
173.43,59.56,1006.99,30.85,18,30,24,115,MODERATE
173.03,59.6,1006.99,30.85,18,35,25,115,MODERATE
173.35,59.56,1006.99,30.85,18,31,26,115,MODERATE
173.42,59.64,1006.95,30.85,19,40,28,115,MODERATE
173.02,59.62,1006.99,30.85,17,27,24,115,MODERATE
172.77,59.65,1006.95,30.84,19,27,25,115,MODERATE
172.92,59.65,1006.93,30.84,17,25,22,115,MODERATE
173.35,59.65,1006.91,30.85,19,30,28,115,MODERATE
173,59.68,1006.93,30.84,19,32,26,115,MODERATE
173.57,59.68,1006.91,30.84,19,28,26,115,MODERATE
172.54,59.69,1006.89,30.84,19,26,25,115,MODERATE
172.45,59.69,1006.89,30.84,18,36,25,115,MODERATE
172.97,59.71,1006.89,30.84,18,30,26,115,MODERATE
172.6,59.73,1006.87,30.84,19,33,24,115,MODERATE
172.78,59.76,1006.87,30.83,20,32,27,115,MODERATE
173.28,59.76,1006.85,30.84,18,35,25,115,MODERATE
172.42,59.78,1006.85,30.83,18,28,24,115,MODERATE
172.94,59.74,1006.85,30.84,19,37,26,115,MODERATE
173.09,59.78,1006.83,30.84,18,34,27,115,MODERATE
171.97,59.8,1006.83,30.84,20,36,29,115,MODERATE
173.47,59.78,1006.81,30.85,21,33,29,115,MODERATE
172.3,59.82,1006.83,30.83,19,36,26,115,MODERATE
172.07,59.82,1006.81,30.84,20,32,29,115,MODERATE
172.52,59.84,1006.79,30.84,18,32,25,115,MODERATE
172.49,59.85,1006.79,30.83,19,32,26,115,MODERATE
172.89,59.85,1006.79,30.84,21,39,30,115,MODERATE
172.69,59.87,1006.77,30.83,19,35,28,115,MODERATE
171.76,59.87,1006.77,30.83,19,34,28,115,MODERATE
173.22,59.89,1006.77,30.83,20,35,30,115,MODERATE
172.56,59.91,1006.79,30.83,19,30,27,115,MODERATE
173.02,59.87,1006.77,30.84,18,30,24,115,MODERATE
171.94,59.9,1006.77,30.83,19,39,26,115,MODERATE
172.19,59.94,1006.75,30.83,20,31,27,115,MODERATE
173.09,59.9,1006.72,30.84,21,34,29,115,MODERATE
172.11,59.91,1006.7,30.84,20,35,29,115,MODERATE
172.9,59.86,1006.7,30.85,20,42,29,115,MODERATE
172.6,59.91,1006.68,30.84,20,30,27,115,MODERATE
172.01,59.93,1006.66,30.84,19,34,26,115,MODERATE
173.04,59.89,1006.62,30.84,22,39,32,115,MODERATE
172.91,59.93,1006.64,30.84,21,43,30,115,MODERATE
171.95,59.93,1006.64,30.84,20,35,27,115,MODERATE
172.3,59.94,1006.64,30.85,20,30,26,115,MODERATE
171.94,59.96,1006.64,30.84,20,39,29,115,MODERATE
172.26,59.94,1006.6,30.84,20,33,29,115,MODERATE
171.95,59.97,1006.58,30.84,21,37,30,115,MODERATE
172.07,59.95,1006.56,30.84,20,28,26,115,MODERATE
172.4,59.96,1006.56,30.85,20,35,29,115,MODERATE
171.77,59.99,1006.56,30.85,20,30,26,115,MODERATE
171.93,59.97,1006.54,30.85,21,36,31,115,MODERATE
171.84,59.97,1006.54,30.85,21,40,30,115,MODERATE
172.57,60.01,1006.54,30.85,21,43,30,120,MODERATE
172.02,60,1006.54,30.85,21,37,29,115,MODERATE
172.08,60.03,1006.52,30.85,22,41,31,120,MODERATE
171.81,60.05,1006.52,30.85,20,40,27,120,MODERATE
171.94,60.05,1006.52,30.84,22,39,29,120,MODERATE
171.98,60.07,1006.54,30.85,22,40,31,120,MODERATE
171.92,60.05,1006.54,30.84,20,36,28,120,MODERATE
172.06,60.06,1006.56,30.84,23,41,32,120,MODERATE
171.95,60.07,1006.54,30.85,21,34,30,120,MODERATE
172.13,60.09,1006.54,30.85,20,40,31,120,MODERATE
172.75,60.08,1006.56,30.85,22,34,30,120,MODERATE
172.27,60.09,1006.54,30.85,21,32,30,120,MODERATE
172.08,60.09,1006.56,30.84,21,37,29,120,MODERATE
171.73,60.1,1006.54,30.84,21,43,32,120,MODERATE
172.41,60.11,1006.5,30.84,21,35,29,120,MODERATE
172.68,60.12,1006.5,30.84,22,36,31,120,MODERATE
172.07,60.14,1006.48,30.83,22,40,31,120,MODERATE
172.81,60.14,1006.5,30.84,21,34,29,120,MODERATE
173.14,60.16,1006.54,30.83,22,44,31,120,MODERATE
172.86,60.15,1006.52,30.84,21,42,31,120,MODERATE
173.09,60.15,1006.54,30.83,23,45,32,120,MODERATE
172.53,60.19,1006.54,30.83,23,45,34,120,MODERATE
173.83,60.18,1006.56,30.83,23,44,33,120,MODERATE
172.35,60.2,1006.56,30.83,21,34,29,120,MODERATE
172.64,60.19,1006.54,30.83,22,37,31,120,MODERATE
172.51,60.21,1006.54,30.83,22,47,32,120,MODERATE
173.17,60.21,1006.56,30.83,22,45,34,120,MODERATE
172.65,60.21,1006.56,30.83,22,44,32,120,MODERATE
173.84,60.2,1006.54,30.83,22,35,32,120,MODERATE
173.26,60.22,1006.56,30.83,25,47,34,120,MODERATE
174.27,60.22,1006.58,30.83,22,46,34,115,MODERATE
173.03,60.22,1006.56,30.83,24,49,35,120,MODERATE
173.87,60.25,1006.52,30.83,21,48,32,120,MODERATE
174.59,60.26,1006.52,30.83,22,39,31,115,MODERATE
173.94,60.25,1006.5,30.83,23,40,34,120,MODERATE
174.28,60.23,1006.52,30.83,22,40,33,115,MODERATE
173.96,60.24,1006.52,30.83,25,46,35,120,MODERATE
174.76,60.23,1006.5,30.83,23,38,33,115,MODERATE
173.68,60.26,1006.46,30.83,22,54,35,120,MODERATE
174.01,60.27,1006.44,30.83,24,46,34,115,MODERATE
173.9,60.25,1006.4,30.83,25,48,34,120,MODERATE
174.49,60.29,1006.38,30.81,22,48,33,115,MODERATE
175.49,60.26,1006.34,30.83,23,45,35,115,MODERATE
174.5,60.29,1006.34,30.83,23,44,33,115,MODERATE
174.32,60.28,1006.32,30.83,23,42,33,115,MODERATE
174.95,60.26,1006.3,30.84,22,40,32,115,MODERATE
175.24,60.26,1006.28,30.84,23,43,34,115,MODERATE
176.93,60.19,1006.28,30.85,23,46,32,115,MODERATE
174.97,60.27,1006.28,30.84,25,52,38,115,MODERATE
174.39,60.27,1006.27,30.84,25,49,37,115,MODERATE
176.99,60.26,1006.27,30.84,25,46,34,115,MODERATE
175.55,60.26,1006.27,30.84,25,52,36,115,MODERATE
175.1,60.24,1006.27,30.84,24,49,35,115,MODERATE
176.07,60.26,1006.27,30.84,27,49,36,115,MODERATE
175.01,60.26,1006.28,30.84,26,51,37,115,MODERATE
176.22,60.26,1006.28,30.83,26,52,38,115,MODERATE
176.61,60.28,1006.3,30.83,23,46,34,115,MODERATE
176.75,60.25,1006.28,30.83,24,48,34,115,MODERATE
177.77,60.25,1006.3,30.83,26,51,38,115,MODERATE
177.53,60.26,1006.27,30.83,25,47,37,115,MODERATE
179.18,60.19,1006.3,30.83,25,50,38,110,MODERATE
177.7,60.29,1006.3,30.8,24,46,34,115,MODERATE
177.65,60.29,1006.32,30.8,26,51,37,115,MODERATE
178.72,60.29,1006.32,30.8,25,49,36,110,MODERATE
178.1,60.33,1006.3,30.79,26,48,37,110,MODERATE
177.88,60.35,1006.28,30.79,27,51,37,115,MODERATE
178.34,60.39,1006.28,30.78,25,46,35,110,MODERATE
178,60.43,1006.25,30.77,27,49,38,110,MODERATE
178.47,60.45,1006.27,30.76,27,48,38,110,MODERATE
178.7,60.44,1006.27,30.76,27,51,39,110,MODERATE
177.95,60.5,1006.25,30.74,25,45,36,115,MODERATE
177.82,60.48,1006.27,30.74,27,53,41,115,MODERATE
178.24,60.46,1006.27,30.74,24,50,36,110,MODERATE
180.03,60.42,1006.27,30.76,22,40,32,110,MODERATE
179.09,60.48,1006.25,30.74,18,31,28,110,MODERATE
179,60.52,1006.27,30.74,21,40,29,110,MODERATE
179.91,60.51,1006.27,30.76,15,33,22,110,MODERATE
179.11,60.5,1006.27,30.76,19,33,25,110,MODERATE
180.65,60.45,1006.23,30.77,15,25,19,110,MODERATE
178.88,60.53,1006.28,30.76,13,26,17,110,MODERATE
178.73,60.52,1006.27,30.76,13,23,17,110,MODERATE
179.73,60.53,1006.27,30.77,12,20,18,110,MODERATE
178.16,60.54,1006.28,30.76,13,22,18,110,MODERATE
177.73,60.56,1006.28,30.77,14,33,21,115,MODERATE
178.95,60.56,1006.28,30.77,15,34,21,110,MODERATE
177.86,60.55,1006.27,30.78,17,24,21,115,MODERATE
178.6,60.57,1006.28,30.78,15,28,20,110,MODERATE
177.16,60.6,1006.28,30.78,15,25,19,115,MODERATE
177.2,60.61,1006.32,30.78,15,25,20,115,MODERATE
177.61,60.63,1006.3,30.78,14,23,18,115,MODERATE
176.42,60.67,1006.3,30.77,13,28,21,115,MODERATE
177.62,60.63,1006.32,30.78,14,25,21,115,MODERATE
175.56,60.71,1006.34,30.79,14,25,19,115,MODERATE
174.95,60.74,1006.36,30.79,13,20,17,115,MODERATE
174.98,60.71,1006.38,30.8,15,28,21,115,MODERATE
175.16,60.69,1006.4,30.83,15,25,21,115,MODERATE
175.33,60.63,1006.38,30.85,16,29,22,115,MODERATE
174.05,60.68,1006.36,30.84,15,27,22,115,MODERATE
174.63,60.67,1006.38,30.85,13,26,19,115,MODERATE
174.86,60.61,1006.38,30.87,17,30,21,115,MODERATE
174.63,60.61,1006.36,30.88,14,28,20,115,MODERATE
175.97,60.46,1006.36,30.91,16,28,21,115,MODERATE
175.22,60.5,1006.38,30.92,14,25,20,115,MODERATE
175.01,60.45,1006.38,30.94,12,33,21,115,MODERATE
175.71,60.37,1006.36,30.97,14,29,18,115,MODERATE
173.98,60.47,1006.36,30.98,15,24,19,120,MODERATE
173.75,60.5,1006.36,30.98,14,20,19,120,MODERATE
175.27,60.47,1006.38,30.99,17,37,22,115,MODERATE
172.67,60.49,1006.4,30.99,14,26,21,120,MODERATE
172.87,60.57,1006.4,31,16,30,25,120,MODERATE
